wavenumber,neuron-1 sub,neuron-2 sub,neuron-3 sub,neuron-4 sub,neuron-5 sub,neuron-6 sub
919,310.98,215.79,269.54,288.46,259.92,443.35
920,342.87,225.93,244.33,303.54,280.94,466.41
921,397.58,314.18,347.8,320.62,371.72,488.46
922,452.28,402.43,451.27,337.7,462.49,510.52
923,506.99,490.67,554.74,354.78,553.27,532.57
924,524.39,538.68,611.84,387.49,612.72,554.38
925,485.36,525.82,598.8,443.83,624.79,575.81
926,446.33,512.96,585.77,500.18,636.86,597.25
927,407.3,500.1,572.73,556.53,648.94,618.68
928,391.83,505.51,577.35,565.42,655.1,619.53
929,395.64,525.86,596.4,535.48,656.42,603.53
930,399.44,546.22,615.45,505.55,657.75,587.52
931,403.25,566.57,634.5,475.61,659.08,571.52
932,375.53,556.8,621.7,490.31,653.5,539.1
933,334.88,534.67,595.84,523.33,645.08,499.93
934,294.23,512.53,569.97,556.34,636.67,460.76
935,253.58,490.4,544.1,589.36,628.25,421.6
936,207.69,505.99,598.74,592.8,541.55,450.84
937,161.01,527.28,665.51,591.77,443.05,490.39
938,114.34,548.56,732.29,590.75,344.55,529.94
939,72.627,568.57,793.94,588.34,249.2,566.63
940,167.84,553.57,714.46,547.48,240.57,524.34
941,263.06,538.58,634.97,506.62,231.94,482.06
942,358.27,523.58,555.49,465.76,223.3,439.78
943,417.44,499.39,486.96,419.71,214.59,395.42
944,335.08,439.12,461.41,353.3,205.57,342.89
945,252.72,378.86,435.86,286.88,196.55,290.36
946,170.35,318.59,410.32,220.47,187.53,237.84
947,127.99,316.74,378.79,165.37,181.7,198.82
948,152.01,411.84,337.35,129.06,181.17,182.22
949,176.02,506.94,295.9,92.74,180.65,165.62
950,200.04,602.04,254.45,56.425,180.12,149.02
951,220.46,588.87,250.87,73.503,192.93,160.89
952,237.97,488.19,277.9,133.74,216.51,195.77
953,255.48,387.5,304.93,193.98,240.09,230.65
954,272.99,286.82,331.96,254.22,263.68,265.53
955,303.61,292.66,402.18,304.64,295.44,334.5
956,339,337.29,488.13,351.49,330.19,415.88
957,374.38,381.93,574.09,398.34,364.95,497.26
958,409.77,426.56,660.05,445.19,399.7,578.64
959,352.76,393.34,571.93,375.88,364.04,579
960,287.6,353.25,468.46,296.34,322.18,572.23
961,222.44,313.16,365,216.79,280.31,565.45
962,161.88,277.85,269.49,139.35,242.12,554.26
963,138.85,281.65,239,79.079,233.91,506.91
964,115.83,285.44,208.5,18.806,225.69,459.57
965,92.804,289.24,178.01,-41.466,217.48,412.22
966,73.886,281.87,163.73,-45.016,191.95,366.85
967,64.416,248.8,186.78,81.919,126.6,326.02
968,54.945,215.73,209.83,208.85,61.242,285.19
969,45.474,182.66,232.87,335.79,-4.1106,244.35
970,56.544,146.9,201.08,353.89,-27.602,191.64
971,87.989,108.47,114.88,264.03,-9.5653,127.15
972,119.44,70.039,28.683,174.17,8.4713,62.651
973,150.88,31.607,-57.516,84.308,26.508,-1.8449
974,119.39,37.779,-8.8642,60.723,48.336,31.348
975,61.183,62.886,97.032,65.272,71.774,106.01
976,2.9749,87.993,202.93,69.821,95.211,180.67
977,-55.233,113.1,308.82,74.371,118.65,255.33
978,12.548,144.83,322.91,62.234,117.11,249.44
979,93.094,177.24,327.69,48.407,113.04,235.38
980,173.64,209.65,332.47,34.58,108.97,221.33
981,240.81,243.99,341.93,29.794,111.97,217.92
982,208.98,292.66,386.1,91.945,167.38,293.36
983,177.14,341.34,430.27,154.1,222.79,368.81
984,145.31,390.01,474.44,216.25,278.19,444.25
985,123.15,427.34,510.51,262.7,303.69,475.14
986,120.44,441.84,530.28,277.59,269.01,416.4
987,117.74,456.33,550.05,292.47,234.34,357.65
988,115.03,470.83,569.82,307.35,199.66,298.91
989,138.68,460.39,562.03,266.1,197.89,273.87
990,183.9,429.55,531.69,178.93,223.05,276.41
991,229.11,398.71,501.34,91.758,248.22,278.95
992,274.32,367.87,471,4.5857,273.38,281.49
993,343.76,464.78,581.69,73.222,402.18,368.62
994,420.28,599,733.56,187.35,561.25,480.45
995,496.79,733.21,885.44,301.48,720.33,592.28
996,573.3,867.42,1037.3,415.61,879.4,704.11
997,1021.6,1277.9,1414.9,519.47,1238.5,1031.4
998,1470.3,1688.7,1792.6,623.31,1597.9,1359
999,1918.9,2099.4,2170.4,727.15,1957.2,1686.5
1000,2220.5,2392.7,2450,808.04,2218.6,1915.3
1001,2023.9,2288,2396.9,811.22,2148.7,1809.5
1002,1827.3,2183.3,2343.8,814.4,2078.7,1703.7
1003,1630.8,2078.6,2290.7,817.58,2008.7,1597.9
1004,1392.3,1861.5,2075.3,766.92,1804.2,1423.8
1005,1104.6,1512.3,1669.2,653.07,1441.8,1169.6
1006,816.95,1163.1,1263.1,539.21,1079.4,915.44
1007,529.28,813.85,857,425.36,717,661.26
1008,413.22,710.21,682.2,382.48,590.44,543.9
1009,370.71,711.81,606.52,370.02,564.97,485.18
1010,328.19,713.41,530.85,357.55,539.49,426.46
1011,285.68,715,455.17,345.09,514.01,367.74
1012,273.36,566.14,410.47,291.75,410.75,307.33
1013,262.97,407.67,367.74,235.8,302.53,246.82
1014,252.57,249.2,325.02,179.85,194.31,186.32
1015,237.45,127.42,284.56,135.72,99.029,142.8
1016,202.16,162.05,253.73,141.99,58.919,171.7
1017,166.88,196.68,222.9,148.26,18.81,200.61
1018,131.59,231.31,192.08,154.53,-21.3,229.52
1019,117.14,260.21,160.07,170.89,-37.028,259.5
1020,129.2,281.83,126.57,200.09,-21.724,290.84
1021,141.26,303.45,93.069,229.29,-6.4208,322.17
1022,153.32,325.06,59.566,258.49,8.8829,353.51
1023,195.98,339.1,130.08,237.13,62.467,389.89
1024,252.39,349.73,247.32,193.04,133.25,428.53
1025,308.8,360.35,364.56,148.95,204.03,467.17
1026,365.21,370.98,481.81,104.86,274.81,505.81
1027,419.62,446.02,516.41,101.26,363.74,538.35
1028,473.92,524.45,546.67,99.796,453.62,570.56
1029,528.22,602.88,576.92,98.327,543.5,602.78
1030,559.61,641.73,578.63,95.518,589.78,612.22
1031,509.77,540.23,479.14,87.955,481.44,540.88
1032,459.94,438.73,379.64,80.392,373.11,469.54
1033,410.1,337.23,280.15,72.829,264.77,398.2
1034,371.62,292.21,261.82,75.687,197.25,350.5
1035,345.42,308.37,331.44,89.835,173.94,328.4
1036,319.23,324.54,401.05,103.98,150.64,306.3
1037,293.03,340.71,470.67,118.13,127.33,284.2
1038,299.98,308.2,400.37,96.508,124.58,271.31
1039,317.38,260.32,285.9,63.592,128.32,261.34
1040,334.78,212.44,171.42,30.675,132.06,251.36
1041,350.17,165.07,62.304,-0.087564,135.43,241.69
1042,300.31,133.98,126.59,38.791,126.75,241.82
1043,250.45,102.9,190.87,77.669,118.07,241.96
1044,200.59,71.812,255.16,116.55,109.39,242.09
1045,183.89,74.486,274.3,126.15,117.29,240.32
1046,241.02,152.3,192.94,70.594,162.1,234.32
1047,298.15,230.11,111.58,15.038,206.91,228.32
1048,355.28,307.93,30.224,-40.519,251.72,222.33
1049,310.91,287.88,-6.6979,-78.112,239.24,189.84
1050,196,199.82,-12.741,-103.22,186.93,138.95
1051,81.102,111.77,-18.783,-128.33,134.62,88.057
1052,-33.8,23.709,-24.826,-153.45,82.314,37.164
1053,32.54,-2.1061,-7.2412,-48.93,70.223,66.515
1054,123.59,-19.434,13.565,73.263,63.616,106.81
1055,214.65,-36.762,34.371,195.46,57.009,147.1
1056,280.08,-45.582,51.716,303.13,46.66,179.35
1057,220.37,-12.864,52.158,339.89,18.037,172.29
1058,160.67,19.854,52.601,376.66,-10.586,165.23
1059,100.97,52.572,53.043,413.43,-39.209,158.17
1060,69.986,47.918,53.053,427.07,-40,147.94
1061,71.393,1.1232,52.576,414.62,-9.4067,134.12
1062,72.8,-45.672,52.099,402.17,21.187,120.31
1063,74.208,-92.467,51.621,389.73,51.78,106.49
1064,53.784,-59.099,67.87,334.05,68.411,150.42
1065,26.84,-1.787,89.115,265.47,80.87,211.6
1066,-0.10403,55.525,110.36,196.89,93.33,272.78
1067,-21.297,117.41,135.54,136.92,108.9,328.84
1068,33.916,240,212.95,191.38,165.71,317
1069,89.13,362.59,290.37,245.83,222.53,305.15
1070,144.34,485.18,367.78,300.29,279.35,293.31
1071,198.1,530.89,411,317.95,317.07,280.61
1072,249.46,451.16,398.44,275.55,323.62,266.51
1073,300.83,371.42,385.87,233.15,330.17,252.42
1074,352.19,291.69,373.3,190.75,336.72,238.32
1075,395.21,304.37,404.25,203.82,350,294
1076,434.47,358.58,454.76,241.82,366.32,381.01
1077,473.73,412.78,505.26,279.81,382.63,468.03
1078,512.16,466.36,554.61,317.44,398.34,553.25
1079,468.98,457.71,489.71,318.57,353.59,460.13
1080,425.79,449.06,424.81,319.7,308.85,367.01
1081,382.6,440.42,359.91,320.83,264.1,273.89
1082,321.86,419.33,324.88,304.8,235.2,225
1083,225.46,372.99,350.53,253.92,238.47,265.9
1084,129.06,326.66,376.17,203.04,241.74,306.8
1085,32.668,280.32,401.81,152.16,245.01,347.7
1086,41.504,271.87,435.5,167.52,246.37,338.38
1087,107,283.83,473.53,218.55,246.7,302.02
1088,172.5,295.78,511.56,269.59,247.03,265.66
1089,238,307.74,549.59,320.62,247.36,229.3
1090,224.72,267.03,518.3,277.79,261.25,273.42
1091,209.84,225.25,485.59,233.04,275.42,319.18
1092,194.96,183.47,452.88,188.3,289.59,364.95
1093,183.37,178.79,429.97,178.78,303.17,392.03
1094,179.14,256.68,428.84,247.68,315.43,377.51
1095,174.9,334.57,427.71,316.58,327.69,363
1096,170.67,412.46,426.59,385.48,339.95,348.49
1097,205.42,440.6,496.62,385.87,379.98,307.31
1098,261.16,441.96,604.97,349.38,434.95,251.78
1099,316.9,443.32,713.32,312.88,489.93,196.25
1100,372.63,444.68,821.67,276.38,544.91,140.72
1101,394.05,455.72,827.16,250.19,491.14,180.37
1102,415.11,466.86,831.61,224.1,436.28,220.98
1103,436.18,477.99,836.06,198.01,381.42,261.58
1104,430.85,472.4,818.74,172.42,347.65,286
1105,371.93,432.82,757.26,147.85,356.69,277.55
1106,313,393.25,695.77,123.27,365.74,269.1
1107,254.08,353.68,634.29,98.691,374.78,260.65
1108,268.07,356.51,596.65,148.99,409.4,247.73
1109,316.38,379.29,570.23,234.52,456.06,232.7
1110,364.69,402.07,543.81,320.05,502.72,217.68
1111,411.98,422.47,516.91,401.16,545.26,203.12
1112,426.48,365.84,474.3,339.19,454.74,203.94
1113,440.97,309.22,431.68,277.23,364.22,204.76
1114,455.46,252.59,389.07,215.26,273.7,205.58
1115,466.5,235.43,390.54,187.53,231.56,215.17
1116,472.15,280.01,460.95,213.33,265.12,238.49
1117,477.8,324.59,531.36,239.14,298.67,261.8
1118,483.44,369.17,601.78,264.94,332.22,285.12
1119,510.18,449.4,629.83,295.46,365.44,300.82
1120,543.95,541.52,643.77,327.56,398.55,313.99
1121,577.72,633.64,657.71,359.65,431.66,327.16
1122,609.33,715.61,676.81,396.05,467.4,344.76
1123,625.11,723.15,733.76,463.99,522.48,394.89
1124,640.89,730.7,790.7,531.94,577.55,445.02
1125,656.67,738.24,847.64,599.89,632.63,495.15
1126,648.28,717.24,848.48,663.87,627.62,494
1127,613.7,665.31,788.55,723.56,557.51,437.3
1128,579.11,613.38,728.62,783.26,487.4,380.59
1129,544.53,561.46,668.68,842.95,417.29,323.88
1130,484.78,487.72,572.95,807.04,317.2,287.18
1131,420.94,410.44,471.39,755.57,212.22,253.73
1132,357.09,333.15,369.83,704.11,107.25,220.28
1133,298.05,263.39,281.57,645.5,24.067,187.31
1134,254.2,217.43,235.42,564.3,9.8685,155.88
1135,210.36,171.47,189.27,483.1,-4.3299,124.45
1136,166.51,125.51,143.13,401.89,-18.528,93.016
1137,133.9,100.53,117.27,336.46,-31.596,69.891
1138,108.17,88.408,103.84,280.69,-43.971,51.856
1139,82.446,76.288,90.411,224.93,-56.346,33.822
1140,56.721,64.168,76.984,169.16,-68.721,15.787
1141,49.462,65.873,42.138,130.42,-37.663,-12.909
1142,42.203,67.578,7.2908,91.688,-6.6059,-41.604
1143,34.944,69.282,-27.556,52.953,24.451,-70.3
1144,37.937,71.668,-39.241,30.238,32.984,-76.309
1145,56.966,75.118,-14.697,32.583,6.2836,-46.832
1146,75.995,78.568,9.8462,34.927,-20.416,-17.355
1147,95.024,82.018,34.39,37.271,-47.116,12.122
1148,160.17,128.11,118.58,68.975,8.3116,79.318
1149,238.33,186.23,219.59,108.96,86.904,157.15
1150,316.49,244.35,320.59,148.94,165.5,234.99
1151,386.71,296.32,406.45,173.73,239.83,296.43
1152,420.75,320.27,423.28,129.26,294.74,283.2
1153,454.79,344.22,440.12,84.8,349.66,269.97
1154,488.82,368.18,456.95,40.337,404.57,256.73
1155,489.83,395.41,429.58,52.975,381.72,220.3
1156,466.91,425.01,370.21,106.96,302.54,167.06
1157,443.99,454.61,310.83,160.95,223.36,113.82
1158,421.07,484.22,251.45,214.94,144.18,60.579
1159,395.74,451.23,256.43,253.88,148.26,85.917
1160,370.38,417.61,262.05,292.67,153.18,112.05
1161,345.02,383.99,267.67,331.46,158.1,138.18
1162,352.76,368.51,293.23,367.99,163.05,156.94
1163,410.15,380.24,348.71,401.12,168.04,164.66
1164,467.54,391.97,404.19,434.25,173.04,172.37
1165,524.94,403.69,459.67,467.38,178.03,180.08
1166,484.33,417.36,440.03,431.85,182.52,194.91
1167,420.74,431.48,402.77,380.21,186.89,211.41
1168,357.15,445.6,365.52,328.58,191.27,227.9
1169,313.26,450.99,351,297.84,196.46,235.93
1170,335.3,427.12,412.59,337.1,204.43,215.6
1171,357.35,403.25,474.19,376.36,212.41,195.27
1172,379.4,379.38,535.79,415.61,220.38,174.94
1173,406.18,397.34,533.1,436.53,203.91,179.45
1174,435.51,437.81,495.81,447.58,174.28,197.35
1175,464.84,478.29,458.51,458.63,144.65,215.25
1176,491.41,511.55,428.01,463.91,117.22,230.94
1177,486.22,461.81,475.65,402.95,115.08,221.17
1178,481.02,412.07,523.3,341.99,112.94,211.41
1179,475.83,362.33,570.94,281.03,110.8,201.64
1180,483.02,354.8,592.09,267.99,102.66,189.13
1181,502.11,387.8,587.77,300.98,88.746,173.99
1182,521.2,420.81,583.46,333.97,74.833,158.85
1183,540.29,453.82,579.14,366.96,60.921,143.7
1184,567.45,456.56,621.75,382.49,95.383,126.75
1185,595.13,457.37,667.35,396.91,132.93,109.67
1186,622.82,458.18,712.95,411.34,170.48,92.6
1187,634.78,463.84,747.31,433.13,205.55,103.9
1188,621.12,477.41,763.3,466.97,236.55,161.49
1189,607.45,490.97,779.3,500.8,267.56,219.08
1190,593.78,504.54,795.29,534.63,298.56,276.68
1191,592.79,542.18,779.09,554.82,306.39,280.35
1192,594.58,585.1,755.83,572.01,309.13,272.19
1193,596.37,628.01,732.57,589.2,311.87,264.04
1194,607.93,671.77,724.79,590.72,324.2,274.89
1195,645.92,717.79,758.87,549.85,362.46,337.15
1196,683.9,763.8,792.96,508.98,400.72,399.41
1197,721.89,809.82,827.04,468.12,438.98,461.67
1198,792.44,870.5,895.24,486.29,514.51,500.4
1199,875.67,936.88,976.71,527.42,604.55,529.99
1200,958.89,1003.3,1058.2,568.56,694.58,559.57
1201,1037.4,1074.2,1144.8,614.48,771.72,593.14
1202,1093.2,1167.6,1256.5,683.77,785.95,646.17
1203,1148.9,1261,1368.2,753.06,800.17,699.19
1204,1204.6,1354.3,1479.9,822.35,814.39,752.22
1205,1209.3,1371.1,1475.6,832.67,790.92,775.12
1206,1184,1343,1403.1,808.35,745.32,780.33
1207,1158.8,1314.9,1330.7,784.03,699.72,785.53
1208,1134.1,1282,1258.5,759.57,654.36,783.59
1209,1116.2,1201.2,1189,733.7,611.42,709.39
1210,1098.3,1120.4,1119.6,707.84,568.47,635.18
1211,1080.3,1039.6,1050.1,681.98,525.53,560.97
1212,1068.2,1008.6,996.47,676.84,515.01,517.94
1213,1060.8,1016.9,955.22,687.99,529.96,499.41
1214,1053.3,1025.2,913.97,699.14,544.9,480.88
1215,1045.8,1032.9,873.49,710.02,559.55,464.63
1216,1036.8,1024.4,857.8,712.02,564.59,521.96
1217,1027.9,1015.9,842.12,714.02,569.63,579.3
1218,1019,1007.4,826.43,716.03,574.67,636.63
1219,1003.6,999.54,835.27,706.99,574.94,644.22
1220,982.16,992.3,867.67,687.33,570.62,604.02
1221,960.69,985.05,900.07,667.67,566.3,563.82
1222,939.22,977.81,932.47,648.02,561.98,523.61
1223,950.24,993.62,975.15,657.71,594.18,521.73
1224,961.59,1009.7,1017.9,667.7,626.75,520.23
1225,972.94,1025.7,1060.7,677.69,659.32,518.73
1226,971.9,1031.9,1071.5,672.45,677.33,536.46
1227,956.88,1027,1046.1,650.04,678.92,575.88
1228,941.85,1022.1,1020.8,627.62,680.52,615.29
1229,926.83,1017.1,995.47,605.21,682.11,654.7
1230,971.43,1061.9,1065.9,617.59,695.47,685.75
1231,1018.5,1108.7,1140.3,631.42,709.31,716.45
1232,1065.6,1155.5,1214.7,645.25,723.16,747.15
1233,1098.4,1180.8,1276.2,653.72,745.73,772.05
1234,1113.7,1179.7,1322,655.65,778.96,789.89
1235,1129,1178.6,1367.8,657.58,812.2,807.72
1236,1144.3,1177.5,1413.6,659.52,845.43,825.55
1237,1143.8,1143.9,1393.6,650.11,869.92,826.91
1238,1142.2,1108.2,1369.4,639.97,893.86,827.22
1239,1140.7,1072.5,1345.3,629.84,917.79,827.52
1240,1125.6,1072,1324,629.17,923.41,827.83
1241,1093.2,1116.3,1306.4,640.56,905.72,828.15
1242,1060.7,1160.6,1288.8,651.94,888.04,828.46
1243,1028.3,1204.9,1271.3,663.33,870.35,828.78
1244,1057.8,1182.1,1247,718.93,836.03,831.84
1245,1091.3,1155,1222.3,777.36,800.65,835.07
1246,1124.7,1127.9,1197.5,835.78,765.28,838.31
1247,1131.2,1099.4,1193.9,850.2,742.05,819.58
1248,1104.6,1069.2,1215.9,810.83,733.66,773.99
1249,1078.1,1039,1238,771.47,725.27,728.4
1250,1051.5,1008.8,1260,732.1,716.89,682.81
1251,1025.5,1069.7,1254.4,744.71,737.8,659.7
1252,999.51,1134.5,1247.6,759.48,759.93,637.53
1253,973.53,1199.2,1240.8,774.26,782.06,615.36
1254,973.32,1219.9,1216.4,772.93,794.82,605.65
1255,1001,1192.7,1173,754.15,797.43,609.44
1256,1028.7,1165.6,1129.6,735.37,800.03,613.23
1257,1056.4,1138.5,1086.2,716.6,802.63,617.02
1258,1083.1,1130.1,1175.8,683.31,827.68,676.15
1259,1109.8,1121.7,1265.5,650.02,852.73,735.29
1260,1136.6,1113.3,1355.2,616.73,877.77,794.42
1261,1118.5,1118.7,1408.5,594.27,872.72,809.94
1262,1059.1,1136.8,1428.2,581.81,839.9,785.21
1263,999.63,1154.9,1448,569.34,807.07,760.48
1264,947.51,1169.7,1465.7,560.21,777.07,733.78
1265,1034,1122.3,1446.7,614.29,800.69,669.76
1266,1120.6,1074.8,1427.7,668.37,824.3,605.73
1267,1207.1,1027.4,1408.6,722.44,847.92,541.71
1268,1216.1,1039.4,1367.1,765.52,860.87,538.83
1269,1169,1094.4,1309.2,800.64,866.09,580.21
1270,1121.8,1149.4,1251.4,835.75,871.3,621.6
1271,1081.5,1200.1,1205.3,863.68,881.19,664.2
1272,1091.4,1218.7,1246.2,838.89,925.35,715.67
1273,1101.3,1237.3,1287.1,814.09,969.5,767.15
1274,1111.2,1255.9,1328,789.3,1013.6,818.63
1275,1128.7,1290.1,1373.7,814.32,1017.4,825.33
1276,1150,1332.3,1421.8,865,1000.2,808.96
1277,1171.4,1374.6,1470,915.69,983.09,792.59
1278,1187.1,1406.2,1497.6,965.06,976.01,779.06
1279,1180.2,1395.1,1443.5,1009.2,1009.1,776.87
1280,1173.2,1384,1389.3,1053.3,1042.2,774.69
1281,1166.3,1372.9,1335.1,1097.5,1075.4,772.5
1282,1173.4,1363.4,1367,1088.9,1086.9,764.84
1283,1185.2,1354.3,1427.5,1062.7,1091.3,755.36
1284,1197,1345.3,1488,1036.5,1095.7,745.88
1285,1213,1360.3,1538.8,1045.2,1113.3,744.61
1286,1238.6,1431.6,1566.7,1135.4,1161.6,762.54
1287,1264.3,1502.9,1594.6,1225.7,1209.9,780.47
1288,1289.9,1574.1,1622.5,1315.9,1258.3,798.4
1289,1305.5,1571.7,1642.5,1454.7,1243.9,817.78
1290,1319.5,1557.3,1661.2,1601.4,1219.4,837.41
1291,1333.5,1542.8,1679.9,1748.2,1194.9,857.03
1292,1356,1558.3,1703.9,1847.7,1194.8,880.33
1293,1390.4,1615,1735.4,1882,1228.4,908.7
1294,1424.8,1671.8,1766.8,1916.4,1261.9,937.08
1295,1459.2,1728.5,1798.3,1950.7,1295.5,965.45
1296,1494.6,1736.6,1859.3,1869.6,1368.8,966.14
1297,1529.9,1743.6,1920.9,1786.2,1442.9,966.26
1298,1565.3,1750.7,1982.6,1702.7,1517.1,966.38
1299,1576.7,1760,2018.9,1657.4,1545.1,960.93
1300,1568.5,1771.2,2034.6,1643.2,1535.5,950.92
1301,1560.4,1782.3,2050.2,1629.1,1525.8,940.91
1302,1552.8,1793.3,2061.3,1611.5,1514.5,934.31
1303,1549.5,1802.9,2038.7,1568.8,1491,952.72
1304,1546.1,1812.6,2016.1,1526.2,1467.5,971.12
1305,1542.8,1822.3,1993.5,1483.5,1444,989.53
1306,1550,1834.5,1993.5,1466.2,1465.1,999.17
1307,1561.6,1847.8,2003.2,1459.7,1505.3,1005.1
1308,1573.3,1861.2,2013,1453.2,1545.5,1010.9
1309,1590.1,1872.5,2017,1451.3,1575.9,1016.5
1310,1620,1878.9,2006.3,1461.1,1581.2,1021.4
1311,1650,1885.2,1995.7,1470.9,1586.4,1026.3
1312,1679.9,1891.5,1985,1480.7,1591.6,1031.2
1313,1657.8,1860.3,1991.7,1433,1539.8,1052
1314,1627.1,1822.9,2001.2,1376,1478.8,1075.5
1315,1596.4,1785.6,2010.6,1319,1417.7,1099
1316,1542.4,1760.5,1986.1,1271.6,1382.2,1095.1
1317,1459.7,1750.5,1919.9,1236,1377.8,1058
1318,1377,1740.5,1853.7,1200.3,1373.4,1020.8
1319,1298.1,1729.6,1790,1165,1367.8,982.31
1320,1307.2,1697,1786.6,1136.6,1334.1,912.15
1321,1316.4,1664.4,1783.2,1108.2,1300.4,842
1322,1325.6,1631.7,1779.8,1079.8,1266.6,771.85
1323,1313.6,1615.2,1754.3,1041.6,1255.4,761.34
1324,1289.8,1607.8,1716.4,997.96,1256.8,784.39
1325,1265.9,1600.4,1678.5,954.31,1258.3,807.44
1326,1260.3,1586.1,1638.3,930.68,1268.1,819.3
1327,1312.9,1549.8,1591,970.44,1304.3,795.73
1328,1365.4,1513.5,1543.7,1010.2,1340.5,772.16
1329,1417.9,1477.2,1496.4,1050,1376.7,748.59
1330,1392.4,1468.3,1482.3,1018.5,1359.8,737.4
1331,1352.1,1464.5,1474.4,973.53,1332.7,728.57
1332,1311.8,1460.7,1466.6,928.53,1305.7,719.74
1333,1274.1,1445.8,1466.1,894.12,1288,686.41
1334,1239.3,1417.8,1474.3,872.14,1281.5,624.34
1335,1204.5,1389.8,1482.6,850.16,1275,562.27
1336,1171.5,1358.8,1485.4,824.3,1268.5,507.27
1337,1161.6,1286.6,1417.6,746.86,1262.5,546.14
1338,1151.7,1214.4,1349.7,669.42,1256.5,585.02
1339,1141.8,1142.2,1281.9,591.98,1250.6,623.89
1340,1107.2,1168.5,1247.5,569.59,1198.1,633.71
1341,1060.9,1241.2,1228.9,573.11,1123.7,629.85
1342,1014.6,1313.8,1210.3,576.63,1049.3,625.99
1343,959.47,1314.9,1171.4,554.98,976.38,586.08
1344,884.78,1156.4,1087.5,477.34,906.93,465.89
1345,810.09,997.96,1003.6,399.69,837.49,345.71
1346,735.4,839.52,919.63,322.05,768.04,225.53
1347,693.2,793.99,885.54,268.19,690.23,217.33
1348,653.44,756.97,855.2,216.11,611.8,217.55
1349,613.69,719.94,824.85,164.04,533.37,217.78
1350,588.87,673.14,755.18,132.65,461.21,213.26
1351,575.79,618.65,654.59,117.52,393.99,205.03
1352,562.7,564.17,554.01,102.38,326.77,196.79
1353,545.36,523.18,464.27,87.195,285.18,192.91
1354,509.86,539.69,420.72,71.775,352.86,207.61
1355,474.35,556.2,377.18,56.354,420.53,222.31
1356,438.85,572.71,333.63,40.934,488.21,237.01
1357,381.02,558.17,337.3,34.135,471.09,218.64
1358,318.61,537.28,350.63,29.101,436.6,193.51
1359,256.21,516.38,363.97,24.068,402.11,168.37
1360,226.39,499.79,354.53,18.954,346.12,147.94
1361,233.34,488.07,319.42,13.748,265.89,132.8
1362,240.28,476.34,284.31,8.5416,185.66,117.67
1363,251.49,465.8,245.21,2.8135,107.38,104.4
1364,297.25,464.84,173.87,-7.1386,44.845,106.17
1365,237.61,367.66,144,2.7424,62.873,54.34
1366,149.94,244.9,125.16,17.895,102.32,-11.734
1367,62.275,122.14,106.31,33.048,141.76,-77.808
1368,6.42,38.075,76.064,47.501,168.23,-98.873
1369,41.103,64.131,13.36,59.962,157.8,8.1641
1370,75.786,90.186,-49.343,72.422,147.36,115.2
1371,110.47,116.24,-112.05,84.882,136.92,222.24
1372,134.68,152.05,-87.143,84.674,127.55,247.85
1373,155.01,191.46,-29.836,79.78,118.57,243.34
1374,175.34,230.87,27.471,74.886,109.59,238.83
1375,202,270.24,69.27,71.273,108.08,228.88
1376,253.97,309.44,49.036,72.784,136.47,197.2
1377,305.94,348.65,28.802,74.296,164.86,165.53
1378,357.91,387.86,8.5685,75.807,193.25,133.85
1379,339.6,405.53,81.27,85.018,214.23,163.76
1380,288.22,413.06,197.71,97.853,231.73,222.66
1381,236.84,420.59,314.14,110.69,249.22,281.55
1382,214.41,433.37,397.11,127.7,267.08,330.23
1383,333.39,471.77,316.7,165.14,286.69,328.99
1384,452.36,510.17,236.28,202.57,306.31,327.74
1385,571.33,548.57,155.86,240.01,325.93,326.5
1386,579.71,590.83,232.41,274.3,368.53,382.22
1387,531.13,635.1,389.82,306.98,422.99,467.29
1388,482.54,679.36,547.23,339.65,477.44,552.36
1389,449.85,720.04,672.2,368.11,527.15,622.08
1390,507.26,740.43,613.29,372.7,549.98,604.88
1391,564.66,760.82,554.38,377.3,572.82,587.67
1392,622.07,781.22,495.48,381.89,595.65,570.47
1393,634.98,794.62,552.49,377.74,611.14,600.73
1394,622.86,804.07,674.7,368.67,622.49,657.69
1395,610.75,813.53,796.92,359.61,633.84,714.65
1396,609,824.21,912.31,358.89,643.91,764.85
1397,670.98,842.33,985.76,409.44,646.14,773.53
1398,732.95,860.44,1059.2,459.99,648.38,782.21
1399,794.93,878.56,1132.7,510.54,650.61,790.89
1400,802.54,904.6,1106,561.42,678.99,796.2
1401,780.87,934.91,1025.5,612.49,721.44,799.69
1402,759.19,965.21,944.96,663.55,763.89,803.18
1403,745.62,990.38,884.71,710.35,805.69,805.36
1404,777.9,986.43,939.48,732.99,843.75,800.14
1405,810.18,982.48,994.24,755.62,881.82,794.91
1406,842.46,978.52,1049,778.25,919.89,789.69
1407,885.38,1022.7,1077.3,770.53,951.34,832.47
1408,933.77,1091.6,1091.9,747.16,979.38,899.99
1409,982.16,1160.5,1106.5,723.79,1007.4,967.51
1410,1021.9,1214,1123.6,731.8,1029.8,1014.5
1411,1022.6,1197.4,1152.2,882.74,1026.5,967.75
1412,1023.2,1180.8,1180.9,1033.7,1023.2,921.04
1413,1023.8,1164.1,1209.5,1184.6,1019.9,874.33
1414,1055,1221.5,1256.4,1241.2,1046.9,905.86
1415,1099.3,1310.5,1311.2,1257.3,1087,970.92
1416,1143.6,1399.6,1366,1273.4,1127.1,1036
1417,1182.8,1467.7,1399.7,1271.1,1156.6,1085.4
