wavenumber,neuron-1 sub,neuron-2 sub,neuron-3 sub,neuron-4 sub,neuron-5 sub,neuron-6 sub
1884,28.357,11.828,74.909,104.87,55.409,30.322
1885,28.779,34.629,79.222,128.31,77.988,4.9265
1886,29.201,57.43,83.536,151.76,100.57,-20.469
1887,23.111,63.128,84.196,164.08,103.99,-37.692
1888,2.5277,30.762,76.725,151.64,64.775,-36.723
1889,-18.056,-1.6052,69.254,139.19,25.561,-35.754
1890,-21.265,-26.667,56.647,123.12,-5.392,-30.975
1891,49.593,-20.589,22.138,91.566,-1.1227,-9.9532
1892,120.45,-14.51,-12.37,60.015,3.1465,11.068
1893,180.67,-8.7605,-41.924,23.226,7.8177,28.03
1894,118.55,-6.7923,-14.503,-73.8,17.112,-1.6977
1895,56.423,-4.8241,12.917,-170.83,26.406,-31.425
1896,-5.7007,-2.8559,40.338,-267.85,35.7,-61.153
1897,-33.464,-44.059,-0.086828,-205.58,39.808,-46.131
1898,-60.164,-86.596,-42.61,-138.39,43.756,-29.725
1899,-86.865,-129.13,-85.132,-71.189,47.704,-13.318
1900,-97.731,-98.189,-67.14,-119.7,32.125,-27.608
1901,-106.23,-56.264,-40.105,-185.51,13.629,-46.484
1902,-114.73,-14.338,-13.07,-251.31,-4.867,-65.36
1903,-87.146,-24.407,-23.65,-223.51,-39.29,-64.72
1904,-48.783,-50.006,-45.467,-167.75,-78.47,-58.251
1905,-10.42,-75.605,-67.283,-111.99,-117.65,-51.781
1906,14.259,-71.088,-30.655,-80.496,-109.48,-14.165
1907,32.197,-51.737,34.76,-60.96,-77.986,38.792
1908,50.136,-32.387,100.17,-41.425,-46.493,91.75
1909,49.157,-15.042,121.84,-64.821,-46.063,94.144
1910,34.479,0.85116,111.82,-119.3,-68.127,59.922
1911,19.802,16.744,101.81,-173.79,-90.19,25.701
1912,23.578,6.2937,88.345,-159.7,-106.65,10.221
1913,46.561,-31.575,71.295,-74.254,-117.26,14.248
1914,69.544,-69.445,54.245,11.195,-127.88,18.275
1915,62.937,-77.497,22.12,45.318,-124.43,3.0756
1916,11.946,-40.824,-32.62,2.4511,-99.897,-40.964
1917,-39.046,-4.1518,-87.36,-40.416,-75.36,-85.004
1918,-82.655,26.842,-117.18,-71.903,-55.22,-76.359
1919,-109.83,45.196,-91.522,-78.059,-44.864,49.552
1920,-137,63.549,-65.866,-84.216,-34.509,175.46
1921,-143.67,80.81,-51.823,-99.617,-32.112,242.66
1922,-85.39,94.609,-74.553,-144.29,-54.918,123.94
1923,-27.111,108.41,-97.283,-188.97,-77.724,5.2125
1924,22.928,114.43,-114.79,-215.62,-94.959,-96.755
1925,29.704,79.605,-104.87,-147.64,-82.95,-110.75
1926,36.48,44.783,-94.953,-79.66,-70.94,-124.75
1927,43.243,15.15,-82.65,-18.697,-59.023,-139.03
1928,49.876,38.001,-46.232,-28.671,-48.036,-156.14
1929,56.509,60.851,-9.8145,-38.646,-37.049,-173.25
1930,62.612,81.851,25.435,-48.335,-26.132,-189.94
1931,42.73,12.198,3.4327,-43.977,-18.662,-186.59
1932,22.849,-57.456,-18.57,-39.62,-11.193,-183.24
1933,2.9668,-127.11,-40.572,-35.263,-3.7231,-179.89
1934,3.2503,-122.57,-51.386,-74.626,6.2406,-134.99
1935,4.5951,-114.13,-61.611,-116.29,16.336,-87.899
1936,5.94,-105.69,-71.836,-157.95,26.431,-40.809
1937,-5.1746,-73.041,-59.128,-184.51,56.884,-42.537
1938,-17.829,-37.394,-43.585,-209.2,89.854,-50.299
1939,-30.484,-1.7474,-28.043,-233.89,122.82,-58.061
1940,-29.862,-8.6621,-38.65,-224.41,76.573,-21.985
1941,-26.521,-24.294,-54.613,-207.93,14.097,23.07
1942,-23.18,-39.926,-70.576,-191.45,-48.378,68.125
1943,-16.296,-29.049,-38.154,-158.93,-34.787,79.386
1944,-8.4114,-10.696,7.9156,-121.88,0.25906,81.116
1945,-0.52718,7.6578,53.985,-84.824,35.305,82.845
1946,-37.072,27.167,2.8784,-123.65,32.352,42.204
1947,-90.05,47.105,-84.17,-190.54,15.343,-14.109
1948,-143.03,67.042,-171.22,-257.43,-1.6648,-70.421
1949,-120.91,70.357,-203.89,-235.42,-2.0173,-89.784
1950,-63.445,65.85,-210.97,-171.57,5.4682,-91.759
1951,-5.9831,61.343,-218.06,-107.72,12.954,-93.734
1952,21.209,40.014,-220.55,-91.862,20.702,-74.421
1953,31.375,9.2216,-220.47,-103,28.598,-43.132
1954,41.541,-21.571,-220.39,-114.15,36.495,-11.844
1955,16.407,-26.918,-239.93,-120.3,14.921,18.011
1956,-33.258,-14.585,-273.12,-122.99,-27.133,46.868
1957,-82.923,-2.251,-306.31,-125.68,-69.186,75.726
1958,-77.734,-6.0178,-289.46,-143.21,-72.675,60.02
1959,-29.445,-22.435,-233.29,-172.41,-45.862,9.3003
1960,18.843,-38.852,-177.12,-201.61,-19.05,-41.42
1961,19.942,-34.014,-149.87,-181.47,-2.9186,-55.294
1962,-22.52,-9.5564,-149.33,-115.77,3.3527,-35.157
1963,-64.981,14.901,-148.79,-50.069,9.6239,-15.02
1964,-70.691,41.211,-168.93,-40.254,0.3137,-9.7741
1965,-38.15,69.448,-210.58,-88.605,-25.214,-20.027
1966,-5.6083,97.685,-252.24,-136.96,-50.742,-30.281
1967,2.9356,110.23,-244.08,-150.14,-42.058,-24.34
1968,-15.582,105.07,-179.73,-123.68,5.2042,-0.13697
1969,-34.099,99.907,-115.38,-97.216,52.467,24.066
1970,-48.669,77.573,-56.579,-61.954,72.859,25.085
1971,-58.215,33.38,-4.8487,-15.493,59.053,-3.4013
1972,-67.762,-10.812,46.881,30.968,45.247,-31.888
1973,-65.055,-31.341,56.046,37.771,20.976,-38.723
1974,-46.107,-20.502,8.7866,-7.9968,-17.165,-16.858
1975,-27.158,-9.6627,-38.473,-53.765,-55.305,5.0077
1976,-2.7411,-3.9729,-44.453,-64.619,-64.005,38.088
1977,29.545,-5.693,8.9661,-25.233,-30.336,87.307
1978,61.831,-7.4132,62.386,14.153,3.3322,136.53
1979,66.649,-3.4007,89.525,35.845,21.135,151.78
1980,30.263,9.2109,77.243,30.993,15.139,116.1
1981,-6.123,21.823,64.961,26.141,9.1437,80.411
1982,-22.818,18.728,60.048,21.403,15.804,65.117
1983,-8.7138,-8.9324,66.661,16.842,42.26,81.717
1984,5.3903,-36.593,73.275,12.281,68.716,98.317
1985,7.0627,-55.679,78.099,15.981,72.076,94.874
1986,-11.548,-60.775,80.004,33.158,37.753,58.73
1987,-30.159,-65.872,81.909,50.336,3.4306,22.585
1988,-25.085,-49.289,87.446,57.016,-16.81,25.785
1989,18.631,2.6632,98.909,46.567,-14.073,93.178
1990,62.347,54.616,110.37,36.119,-11.336,160.57
1991,89.796,86.893,109.68,28.094,8.9771,195.97
1992,90.704,87.068,89.141,24.025,57.966,179.16
1993,91.612,87.243,68.605,19.955,106.95,162.35
1994,75.626,73.146,71.886,15.948,128.67,151.21
1995,33.215,36.725,112.42,12.039,107.73,148.94
1996,-9.1961,0.30524,152.95,8.1305,86.795,146.67
1997,-14.469,-15.974,176.18,27.267,80.141,128.62
1998,35.965,-2.0405,173.46,80.973,94.911,86.876
1999,86.4,11.893,170.74,134.68,109.68,45.135
2000,108.58,21.973,150.63,145.52,106.12,18.459
2001,90.109,26.51,105.48,94.674,76.182,13.462
2002,71.635,31.047,60.344,43.829,46.243,8.4654
2003,42.447,44.349,54.99,15.98,30.089,12.132
2004,-0.94436,69.269,102.38,18.613,32.21,27.283
2005,-44.336,94.19,149.77,21.245,34.33,42.434
2006,-54.908,124.64,164.58,36.212,41.334,49.583
2007,-25.369,161.86,139.56,66.254,54.306,46.95
2008,4.1703,199.07,114.55,96.295,67.279,44.317
2009,11.025,202.55,82.593,100.9,44.007,33.046
2010,-7.6996,167.97,42.815,76.825,-20.135,12.035
2011,-26.425,133.4,3.0374,52.749,-84.277,-8.9766
2012,-53.952,124.01,25.25,58.643,-95.395,17.187
2013,-90.28,139.8,109.45,94.506,-53.488,90.527
2014,-126.61,155.58,193.66,130.37,-11.581,163.87
2015,-131.54,143.27,185.43,140.29,28.4,157.94
2016,-108.63,106.04,95.225,127.22,66.674,81.725
2017,-85.726,68.803,5.0229,114.14,104.95,5.508
2018,-61.005,47.226,1.5068,104.03,71.588,-16.168
2019,-34.86,37.95,66.101,96.263,-18.058,5.0087
2020,-8.7141,28.675,130.7,88.494,-107.7,26.186
2021,-5.8267,33.639,147.08,73.055,-96.087,82.486
2022,-18.445,48.097,131.32,52.502,-16.962,162.2
2023,-31.063,62.555,115.56,31.95,62.162,241.92
2024,-34.775,61.699,113.98,20.436,85.025,223.33
2025,-33.477,52.229,120.39,14.005,76.241,149.46
2026,-32.179,42.759,126.79,7.5752,67.457,75.578
2027,-38.365,34.022,78.642,-24.491,61.259,63.287
2028,-48.073,25.629,4.8234,-68.622,56.278,79.977
2029,-57.781,17.237,-68.995,-112.75,51.296,96.668
2030,-60.238,1.5601,-87.565,-105.64,5.9965,85.981
2031,-60.013,-16.811,-85.7,-79.582,-54.215,65.17
2032,-59.788,-35.181,-83.836,-53.521,-114.43,44.358
2033,-51.514,-45.937,-64.628,-33.042,-102.71,44.631
2034,-40.971,-54.546,-40.528,-14.139,-70.709,50.851
2035,-30.427,-63.154,-16.428,4.7645,-38.706,57.071
2036,16.323,-55.733,-16.5,16.038,-47.703,62.435
2037,69.969,-45.259,-21.175,25.859,-64.509,67.635
2038,123.62,-34.786,-25.851,35.68,-81.315,72.835
2039,119.24,-26.298,-61.751,48.661,-93.408,81.647
2040,108.41,-18.031,-101.12,61.994,-104.98,90.86
2041,97.583,-9.7643,-140.49,75.326,-116.55,100.07
2042,66.468,-54.774,-147.7,49.463,-103.76,71.015
2043,34.508,-102,-153.57,21.968,-89.959,40.362
2044,3.6268,-146.79,-159.64,-5.9625,-78.038,9.359
2045,7.6598,-112.49,-172.13,-47.942,-126.88,-32.972
2046,11.693,-78.201,-184.63,-89.921,-175.72,-75.304
2047,15.079,-46.432,-194.04,-128.16,-218.12,-110.22
2048,12.646,-37.371,-175.66,-132.75,-202.47,-78.396
2049,10.213,-28.31,-157.28,-137.33,-186.82,-46.572
2050,9.235,-22.361,-145.46,-133.04,-167.03,-15.914
2051,15.362,-31.609,-165.69,-85.383,-126.99,9.0543
2052,21.49,-40.857,-185.93,-37.729,-86.948,34.022
2053,25.668,-55.896,-192.93,-9.7193,-56.058,45.041
2054,23.675,-89.275,-158.05,-43.918,-54.145,11.888
2055,21.682,-122.65,-123.17,-78.116,-52.231,-21.266
2056,6.5135,-138.37,-92.536,-90.562,-46.201,-46.389
2057,-36.651,-116.57,-70.944,-56.784,-31.425,-54.446
2058,-79.816,-94.765,-49.352,-23.005,-16.648,-62.504
2059,-102.1,-91.448,-52.305,-10.496,-20.081,-67.491
2060,-94.341,-114.74,-90.577,-28.595,-49.719,-68.059
2061,-86.581,-138.02,-128.85,-46.693,-79.357,-68.628
2062,-65.811,-128.19,-140.53,-92.202,-113.17,-57.218
2063,-32.032,-85.224,-125.61,-165.12,-151.16,-33.829
2064,1.748,-42.261,-110.69,-238.04,-189.16,-10.441
2065,9.1117,-20.233,-121.73,-273.6,-176.42,9.1022
2066,-1.8815,-12.752,-150.79,-283.2,-128.43,25.973
2067,-12.875,-5.2709,-179.86,-292.79,-80.439,42.844
2068,-14.11,-5.5419,-138.3,-256.17,-55.013,45.466
2069,-10.752,-9.461,-63.501,-197.81,-40.205,41.382
2070,-7.3949,-13.38,11.297,-139.44,-25.396,37.299
2071,-45.75,-81.223,-43.069,-112.44,-56.953,-20.895
2072,-95.87,-167.1,-133.86,-94.272,-101.59,-94.351
2073,-145.99,-252.97,-224.66,-76.107,-146.22,-167.81
2074,-113.92,-239.51,-191.39,-150.34,-121.77,-134.49
2075,-70.652,-212.5,-141.21,-237.17,-87.889,-86.613
2076,-27.38,-185.5,-91.025,-324,-54.013,-38.737
2077,-67.349,-134.66,-52.926,-235.5,-26.469,-36.654
2078,-108.16,-83.586,-14.948,-145.22,1.0096,-35.033
2079,-145.96,-39.544,14.531,-71.635,21.748,-34.405
2080,-153.38,-66.64,-41.92,-166.77,-25.668,-43.807
2081,-160.8,-93.735,-98.371,-261.91,-73.084,-53.209
2082,-167.16,-103.11,-128.66,-322.84,-109.68,-58.589
2083,-169.5,-45.825,-60.552,-255.07,-105.57,-48.841
2084,-171.84,11.461,7.5592,-187.3,-101.45,-39.092
2085,-158.41,50.594,47.048,-152.55,-97.01,-42.245
2086,-111.48,51.148,25.712,-187.97,-91.858,-72.813
2087,-64.551,51.703,4.3758,-223.39,-86.707,-103.38
2088,-48.548,25.638,-14.781,-233.63,-87.947,-119.1
2089,-71.909,-34.307,-31.163,-211.81,-97.321,-115.93
2090,-95.27,-94.251,-47.546,-189.98,-106.7,-112.76
2091,-97.103,-104.39,-42.757,-155.14,-125.08,-92.214
2092,-82.02,-75.408,-21.335,-110.08,-150.55,-58.013
2093,-66.937,-46.421,0.087562,-65.013,-176.01,-23.811
2094,-55.695,-39.768,18.401,-64.255,-164.13,-6.4867
2095,-46.179,-43.149,35.319,-83.402,-135.47,3.2558
2096,-36.662,-46.53,52.236,-102.55,-106.81,12.998
2097,-41.609,1.3641,48.996,-102.94,-87.596,33.1
2098,-49.73,60.514,41.33,-99.21,-70.452,55.475
2099,-57.852,119.66,33.665,-95.481,-53.308,77.85
2100,-37.344,122.21,24.868,-80.794,-55.066,71.631
2101,-15.329,121.79,16.012,-65.529,-57.819,63.906
2102,7.1727,119.48,2.8267,-48.976,-60.652,55.98
2103,34.59,98.192,-54.134,-19.394,-64.294,46.018
2104,62.008,76.905,-111.1,10.188,-67.936,36.056
2105,88.095,54.207,-159.78,23.137,-78.754,33.477
2106,109.73,26.788,-180.77,-19.601,-113.6,55.619
2107,131.36,-0.63196,-201.76,-62.339,-148.44,77.76
2108,132.46,-24.696,-214.54,-93.449,-174.76,93.433
2109,98.582,-43.046,-213.35,-104.76,-186.59,98.094
2110,64.706,-61.397,-212.16,-116.07,-198.41,102.75
2111,44.298,-25.549,-196.19,-116.55,-187.76,92.828
2112,36.321,60.328,-166.59,-107.04,-156.37,69.437
2113,28.345,146.21,-136.99,-97.521,-124.98,46.045
2114,1.2786,173.45,-102.67,-81.177,-106.95,44.294
2115,-35.191,171.81,-66.015,-61.469,-95.489,53.201
2116,-71.66,170.18,-29.362,-41.761,-84.03,62.109
2117,-57.306,160.67,19.597,-31.544,-64.677,71.31
2118,-32.543,149.55,71.076,-23.272,-43.707,80.571
2119,-7.7804,138.44,122.55,-14.999,-22.738,89.832
2120,15.983,93.015,59.787,1.6391,29.127,27.927
2121,39.725,46.895,-5.3123,18.448,81.623,-35.431
2122,59.009,13.872,-58.658,31.485,119.49,-79.161
2123,53.028,55.061,-45.398,23.146,74.452,-11.668
2124,47.047,96.251,-32.138,14.807,29.415,55.826
2125,54.759,118.24,11.569,8.8133,-11.054,101.2
2126,92.949,97.497,123.05,8.041,-41.357,97.356
2127,131.14,76.752,234.52,7.2688,-71.66,93.508
2128,129.16,30.362,221.98,47.709,-52.977,101.11
2129,83.672,-43.809,75.074,132.8,18.775,121.1
2130,38.181,-117.98,-71.828,217.88,90.528,141.1
2131,23.393,-131.25,-103.12,224.83,92.106,141.38
2132,25.137,-111.73,-72.149,189.71,55.899,131.05
2133,26.881,-92.207,-41.182,154.59,19.692,120.71
2134,6.3219,-57.517,-31.847,120.65,-1.9363,70.304
2135,-18.805,-19.72,-26.942,86.962,-20.579,11.691
2136,-43.505,17.875,-21.776,53.63,-38.795,-45.989
2137,-25.819,35.434,9.2395,55.906,-14.802,-11.258
2138,-8.1338,52.994,40.255,58.182,9.1907,23.472
2139,10.746,58.376,72.305,58.061,19.5,42.08
2140,34.718,11.844,108.77,47.724,-28.525,-8.0462
2141,58.69,-34.687,145.23,37.386,-76.55,-58.172
2142,63.415,-71.729,144.57,21.462,-104.06,-78.117
2143,36.735,-93.286,83.331,-3.5781,-98.114,-48.82
2144,10.056,-114.84,22.091,-28.618,-92.162,-19.523
2145,6.4043,-78.14,-9.5225,-37.626,-63.91,-3.8351
2146,20.124,2.5139,-18.786,-34.54,-18.833,1.587
2147,33.844,83.168,-28.05,-31.454,26.244,7.0092
2148,24.384,79.084,-21.688,-4.4628,25.176,-11.277
2149,7.6037,48.24,-10.391,30.077,9.5367,-37.05
2150,-9.1765,17.396,0.90555,64.616,-6.1029,-62.823
2151,-24.877,-22.478,10.505,103.59,-9.7238,-40.78
2152,-40.533,-62.729,20.035,142.76,-12.844,-16.746
2153,-51.293,-87.953,30.487,174.73,-16.8,6.5063
2154,-36.349,-34.287,45.787,168.93,-25.145,25.65
2155,-21.406,19.379,61.087,163.14,-33.491,44.793
2156,-32.931,36.815,64.972,139.76,-71.547,43.705
2157,-91.51,-10.155,48.564,85.08,-162.42,6.6502
2158,-81.771,-43.935,36.236,41.257,-162.52,22.829
2159,-11.448,-66.019,27.528,7.0577,-82.111,86.215
2160,58.876,-88.103,18.82,-27.142,-1.705,149.6
2161,90.543,-61.941,29.155,-33.57,8.8516,126.07
2162,91.836,2.1295,54.454,-18.177,-35.474,34.24
2163,93.129,66.2,79.752,-2.7841,-79.799,-57.588
2164,44.428,99.514,66.695,31.025,-42.188,-69.552
2165,-37.602,112.32,28.069,77.113,50.049,-28.276
2166,-119.63,125.14,-10.558,123.2,142.28,13.001
2167,-126.41,82.897,15.623,97.849,157.68,51.25
2168,-88.979,8.3286,79.865,30.543,127.95,87.72
2169,-51.553,-66.24,144.11,-36.763,98.224,124.19
2170,-36.255,-70.926,151.09,-40.238,75.392,101.48
2171,-31.371,-42.726,131.13,-13.675,55.804,50.912
2172,-26.487,-14.527,111.16,12.889,36.217,0.34761
2173,-46.451,-1.3959,59.107,-1.4484,21.483,-32.619
2174,-76.078,5.8749,-5.4317,-31.691,8.6354,-58.742
2175,-105.71,13.146,-69.97,-61.933,-4.2116,-84.865
2176,-117.45,-18.389,-49.078,-60.039,-10.58,-132.07
2177,-123.54,-62.179,-1.2087,-47.996,-14.902,-185.92
2178,-129.63,-105.97,46.661,-35.953,-19.224,-239.78
2179,-72.079,-70.425,55.183,-30.75,40.457,-157.3
2180,-0.56051,-17.468,55.069,-27.049,114.19,-44.895
2181,70.958,35.489,54.954,-23.348,187.92,67.512
2182,26.932,9.9625,-11.082,-49.4,124.42,25.997
2183,-34.359,-27.291,-86.969,-79.897,40.415,-38.518
2184,-95.651,-64.545,-162.86,-110.39,-43.589,-103.03
2185,-72.417,-22.716,-160.2,-96.541,-81.406,-97.165
2186,-42.821,25.065,-151.63,-79.35,-115.75,-86
2187,-13.226,72.846,-143.06,-62.158,-150.09,-74.834
2188,-76.676,80.76,-121.47,-73.049,-120.72,-65.891
2189,-141.07,88.271,-99.758,-84.223,-90.703,-56.971
2190,-196.6,94.081,-75.579,-91.842,-61.89,-48.57
2191,-83.784,67.572,-4.5818,-31.931,-55.901,-50.042
2192,29.027,41.062,66.415,27.981,-49.911,-51.515
2193,120,11.707,125.32,75.733,-32.077,-54.887
2194,50.838,-38.525,95.562,34.318,72.618,-72.193
2195,-18.325,-88.756,65.803,-7.0965,177.31,-89.498
2196,-62.867,-124.79,24.637,-28.662,252.76,-95.008
2197,-2.4397,-100.31,-65.153,34.393,203.49,-50.231
2198,57.987,-75.832,-154.94,97.448,154.23,-5.4536
2199,94.702,-57.991,-203.71,123.19,101,22.129
2200,63.927,-59.047,-135.72,42.719,36.502,0.77145
2201,33.153,-60.102,-67.726,-37.75,-28.001,-20.586
2202,20.31,-58.602,-20.342,-78.733,-56.791,-26.35
2203,42.276,-52.141,-12.963,-43.065,-16.259,-1.8458
2204,64.242,-45.679,-5.583,-7.3979,24.273,22.659
2205,75.719,-64.639,-44.379,12.68,19.073,30.054
2206,72.711,-118.7,-146.94,11.23,-49.281,13.821
2207,69.703,-172.77,-249.51,9.7798,-117.63,-2.4111
2208,12.053,-163.61,-292.19,31.247,-146.35,-36.071
2209,-100.24,-91.222,-275.01,75.631,-135.44,-87.158
2210,-212.53,-18.836,-257.83,120.02,-124.53,-138.25
2211,-231.05,5.7663,-209.98,128.9,-90.8,-155.2
2212,-184.39,-2.8361,-140.83,113.13,-41.22,-148.45
2213,-137.74,-11.439,-71.681,97.348,8.3608,-141.69
2214,-77.504,-17.132,-42.546,65.902,-27.618,-110.78
2215,-10.871,-21.455,-32.241,27.083,-103.86,-68.511
2216,55.762,-25.779,-21.936,-11.736,-180.1,-26.238
2217,116.17,14.761,29.786,58.334,-180.28,-19.842
2218,174.71,68.702,93.879,160.93,-157.73,-24.163
2219,233.26,122.64,157.97,263.52,-135.18,-28.483
2220,171.09,95.052,114.98,262.3,-83.022,-24.837
2221,90.892,55.277,55.975,245.55,-26.433,-20
2222,10.689,15.502,-3.0249,228.81,30.156,-15.163
2223,-48.894,19.784,-29.375,187.61,-27.042,-9.6535
2224,-107.84,25.428,-54.715,145.64,-87.76,-4.1234
2225,-161.65,27.193,-76.89,106.1,-142.45,1.9874
2226,-147.33,-22.592,-57.021,98.676,-117.05,15.815
2227,-133,-72.376,-37.151,91.253,-91.658,29.642
2228,-116.91,-112.77,-15.468,70.938,-64.987,36.644
2229,-92.846,-110.41,14.471,-8.1038,-32.502,12.551
2230,-68.778,-108.05,44.411,-87.146,-0.017266,-11.542
2231,-39.518,-92.415,57.566,-116.25,24.874,-23.604
2232,2.4508,-44.303,29.628,-23.108,31.177,-6.2115
2233,44.42,3.8088,1.6904,70.038,37.479,11.181
2234,63.017,22.575,-14.393,118.93,16.686,19.512
2235,46.555,-2.6783,-12.695,101.43,-44.75,14.251
2236,30.093,-27.931,-10.997,83.934,-106.19,8.9886
2237,13.497,-39.813,-33.858,37.721,-121.55,0.30743
2238,-3.2234,-39.352,-79.39,-35,-94.392,-11.53
2239,-19.944,-38.891,-124.92,-107.72,-67.232,-23.367
2240,-3.9473,5.8864,-102.73,-91.036,-42.458,-8.9345
2241,30.452,75.591,-42.454,-24.061,-19.025,20.276
2242,64.852,145.3,17.826,42.914,4.4074,49.486
2243,57.66,119.44,-24.29,68.909,6.1326,40.35
2244,37.333,63.406,-98.741,81.962,1.0027,19.104
2245,17.007,7.3727,-173.19,95.015,-4.1271,-2.1415
2246,44.786,-16.527,-96.677,123.59,8.7037,-34.109
2247,78.511,-36.455,-1.504,154.09,23.754,-67.402
2248,110.63,-55.58,91.791,181.92,38.673,-99.677
2249,64.328,-35.38,93.052,79.605,47.143,-82.06
2250,18.021,-15.179,94.313,-22.715,55.612,-64.444
2251,-15.12,8.534,95.604,-106.71,66.349,-42.382
2252,20.859,50.69,97.05,-94.466,88.989,3.021
2253,56.839,92.846,98.495,-82.227,111.63,48.424
2254,76.092,107.67,83.741,-74.12,103.15,73.779
2255,54.392,55.591,29.325,-76.131,18.496,50.049
2256,32.693,3.5091,-25.09,-78.141,-66.16,26.319
2257,22.711,-1.0277,-51.982,-39.635,-94.892,9.677
2258,28.26,57.461,-42.387,52.579,-49.493,2.4306
2259,33.81,115.95,-32.792,144.79,-4.0932,-4.8159
2260,31.837,123.93,4.2759,158.69,26.224,-4.0118
2261,24.416,95.34,61.237,115.87,45.619,2.622
2262,16.996,66.75,118.2,73.055,65.015,9.2558
2263,-15.431,65.55,125.89,35.685,76.294,-0.50924
2264,-57.583,75.003,114.41,0.43266,84.418,-16.652
2265,-99.735,84.457,102.93,-34.82,92.542,-32.794
2266,-43.734,88.935,103.82,-9.3834,62.6,-22.774
2267,26.933,92.671,106.56,25.121,26.971,-8.8443
2268,96.381,96.005,108.87,59.161,-7.7591,4.9892
2269,106.04,79.654,90.482,70.417,1.5527,14.115
2270,115.7,63.303,72.096,81.672,10.864,23.241
2271,123.26,41.032,39.704,82.598,22.402,27.216
2272,121.26,-8.2015,-56.495,36.465,44.077,7.7224
2273,119.27,-57.435,-152.69,-9.669,65.753,-11.771
2274,105.57,-78.051,-166.14,-15.994,75.338,-19.419
2275,69.148,-43.115,-18.947,54.955,61.453,-4.071
2276,32.722,-8.1792,128.25,125.9,47.567,11.277
2277,6.7412,27.535,149.24,134.14,44.639,9.0299
2278,-9.2036,63.996,48.981,82.112,52.238,-10.121
2279,-25.148,100.46,-51.278,30.086,59.836,-29.272
2280,-12.515,96.259,-83.646,27.185,95.129,-42.314
2281,14.195,72.034,-82.575,48.48,144.06,-52.346
2282,40.904,47.81,-81.503,69.774,193,-62.379
2283,10.325,48.692,-131.63,50.768,129.19,-55.081
2284,-31.165,54.357,-191.52,24.086,43.919,-44.483
2285,-71.382,59.675,-250.03,-2.1432,-39.375,-34.63
2286,-49.16,48.024,-241.45,-6.1761,-25.582,-61.346
2287,-26.938,36.372,-232.87,-10.209,-11.79,-88.063
2288,-6.4942,26.449,-195.88,-20.766,-1.1451,-99.89
2289,6.8353,23.44,-45.241,-57.416,-3.0913,-52.159
2290,20.165,20.431,105.4,-94.066,-5.0375,-4.4279
2291,18.879,12.938,166.89,-105.19,-12.47,4.9579
2292,-7.292,-2.1912,76.578,-72.852,-29.245,-50.947
2293,-33.463,-17.32,-13.73,-40.514,-46.02,-106.85
2294,-51.361,-5.7796,-41.574,-13.683,-25.515,-84.77
2295,-62.76,26.715,-20.34,8.8219,24.281,-1.4136
2296,-74.158,59.21,0.89331,31.327,74.077,81.942
2297,-104.93,22.929,43.861,43.638,83.315,85.337
2298,-142.5,-37.517,94.465,52.368,78.305,60.636
2299,-180.07,-97.962,145.07,61.098,73.294,35.936
2300,-161.51,-58.018,94.225,58.199,21.329,10.95
2301,-138.73,-10.518,35.745,54.426,-34.171,-14.058
2302,-119.05,22.346,-8.0103,47.71,-86.804,-30.704
2303,-120.16,-42.735,46.778,21.305,-120.26,8.6089
2304,-121.27,-107.82,101.57,-5.0995,-153.72,47.922
2305,-120.66,-139.76,120.54,-34.869,-170.2,59.268
2306,-116.37,-101.3,63.429,-71.789,-150.6,11.185
2307,-112.08,-62.842,6.3123,-108.71,-131,-36.897
2308,-92.435,-32.245,-19.521,-120.24,-93.252,-37.8
2309,-58.607,-8.907,-16.477,-108.33,-38.761,4.8475
2310,-24.78,14.431,-13.433,-96.424,15.731,47.495
2311,-4.9731,3.9133,-17.111,-88.197,15.358,53.966
2312,9.6481,-19.127,-23.276,-81.331,-5.3064,47.058
2313,24.269,-42.166,-29.441,-74.465,-25.971,40.149
2314,18.432,-85.115,-59.584,-46.126,-54.039,1.5804
2315,11.289,-129.34,-91.259,-16.417,-82.58,-39.009
2316,9.4313,-164.06,-120.22,5.2125,-113.85,-73.538
2317,37.528,-144.95,-133.78,-18.944,-160.59,-73.726
2318,65.625,-125.84,-147.35,-43.1,-207.33,-73.915
2319,74.761,-90.04,-141.04,-46.993,-225.25,-75.517
2320,50.188,-24.548,-99.401,-14.862,-191.93,-79.631
2321,25.615,40.944,-57.761,17.269,-158.6,-83.746
2322,-12.327,44.163,-48.955,30.042,-133.83,-61.278
2323,-59.95,2.2878,-63.926,28.799,-115.24,-19.56
2324,-107.57,-39.588,-78.896,27.555,-96.656,22.158
2325,-96.647,-78.999,-83.576,-17.612,-96.527,-41.4
2326,-71.082,-117.79,-85.682,-73.761,-101.01,-131.28
2327,-46.309,-155.59,-88.774,-128.84,-105.41,-217.64
2328,-60.308,-144.3,-140.18,-131.56,-105.72,-131.98
2329,-74.306,-133.01,-191.58,-134.27,-106.03,-46.321
2330,-74.172,-127.65,-233.15,-117.43,-98.762,14.827
2331,-31.643,-140.09,-245.25,-41.928,-68.786,2.4304
2332,10.887,-152.53,-257.35,33.574,-38.81,-9.966
2333,12.584,-167.83,-229.75,48.832,-13.64,-14.462
2334,-29.952,-186.23,-159.15,-1.1766,6.3233,-10.4
2335,-72.489,-204.64,-88.55,-51.185,26.287,-6.3382
