400.424	104.822
404.669	142.778
408.909	55.5898
413.143	193.869
417.374	375.387
421.6	461.068
425.822	213.815
430.039	172.961
434.253	264.655
438.461	220.881
442.664	185.489
446.866	105.806
451.06	10.4404
455.251	74.0869
459.437	173.436
463.619	95.7344
467.798	97.2324
471.97	65.9336
476.139	142.834
480.303	5.39355
484.464	139.836
488.619	180.637
492.771	288.941
496.916	322.017
501.057	549.395
505.196	41.8828
509.329	184.393
513.458	260.299
517.583	198.302
521.704	320.461
525.82	241.66
529.931	134.6
534.037	166.628
538.14	368.883
542.238	579.383
546.332	575.427
550.422	410.913
554.506	318.202
558.587	442.634
562.663	481.053
566.734	280.053
570.802	269.041
574.863	439.169
578.922	374.125
582.978	120.058
587.027	240.023
591.073	354.219
595.112	439.53
599.148	305.155
603.18	194.313
607.209	195.744
611.231	176.624
615.25	266.173
619.265	452.357
623.274	202.144
627.279	220.463
631.281	331.851
635.278	167.217
639.27	278.996
643.258	199.902
647.243	279.548
651.222	59.7246
655.195	218.745
659.166	48.1504
663.131	209.799
667.093	117.925
671.051	155.615
675.001	137.476
678.949	41.8296
682.894	43.165
686.835	-29.9243
690.769	25.5459
694.7	16.8989
698.626	-84.8794
702.548	87.8184
706.465	7.15674
710.378	106.572
714.287	30.9927
718.192	161.39
722.09	85.8457
725.986	5.96143
729.879	-51.2754
733.766	126.175
737.647	254.752
741.526	457.985
745.4	547.836
749.268	459.773
753.133	510.429
756.994	486.772
760.851	383.829
764.701	418.163
768.547	187.319
772.389	88.8359
776.23	205.955
780.063	170.295
783.893	66.1455
787.719	32.6475
791.541	27.4727
795.356	0.715332
799.168	135.767
802.977	204.426
806.781	59.1973
810.58	37.3818
814.375	202.377
818.162	307.792
821.95	292.416
825.732	310.203
829.509	369.175
833.282	272.167
837.05	266.251
840.814	163.967
844.575	141.876
848.33	224.62
852.079	303.051
855.825	313.72
859.568	265.828
863.307	135.475
867.04	14.5078
870.769	119.033
874.493	278.812
878.214	315.29
881.93	439.323
885.642	405.998
889.35	571.212
893.053	416.366
896.751	169.824
900.445	379.007
904.134	238.09
907.821	113.889
911.503	264.833
912.036	290.633
915.893	254.694
919.749	24.4609
923.602	231.717
927.45	81.2568
931.291	291.368
935.131	382.284
938.965	391.392
942.797	379.96
946.624	204.004
950.447	375.249
954.267	233.976
958.081	280.371
961.891	44.7129
965.697	327.97
969.498	11.168
973.298	69.0127
977.092	89.3643
980.881	149.277
984.668	132.282
988.45	298.366
992.226	165.129
996.001	414.099
999.772	1432.48
1003.54	1058.61
1007.3	226.069
1011.06	187.838
1014.81	28.5693
1018.56	15.4629
1022.31	-23.0518
1026.05	142.592
1029.78	349.551
1033.52	221.568
1037.24	121.571
1040.97	175.933
1044.69	18.5371
1048.41	144.24
1052.12	170.623
1055.83	58.043
1059.53	289.602
1063.23	93.2627
1066.93	254.047
1070.62	278.249
1074.31	344.251
1077.99	246.065
1081.67	457.18
1085.35	231.747
1089.02	254.91
1092.69	344.873
1096.35	367.255
1100.01	458.453
1103.67	415.448
1107.32	424.679
1110.97	181.41
1114.61	44.3721
1118.25	204.299
1121.88	723.457
1125.52	747.928
1129.14	841.348
1132.76	529.252
1136.38	253.834
1140	305.116
1143.61	127.982
1147.22	204.558
1150.82	172.931
1154.42	315.472
1158.01	328.269
1161.6	289.907
1165.19	172.914
1168.77	416.657
1172.35	374.061
1175.92	180.291
1179.49	89.2002
1183.06	59.2495
1186.62	-37.2461
1190.18	92.6377
1193.73	74.4658
1197.28	80.165
1200.83	140.253
1204.37	307.336
1207.91	179.219
1211.44	102.875
1214.97	64.6611
1218.49	12.9194
1222.01	101.418
1225.53	126.587
1229.04	141.397
1232.55	138.848
1236.06	132.339
1239.56	236.301
1243.06	246.907
1246.55	90.6655
1250.04	94.3247
1253.52	173.516
1257	183.167
1260.48	261.007
1263.95	246.489
1267.42	307.742
1270.88	323.676
1274.34	357.291
1277.8	360.354
1281.25	302.22
1284.7	165.116
1288.14	258.723
1291.58	419.022
1295.02	521.702
1298.45	455.555
1301.88	375.578
1305.3	481.405
1308.72	602.203
1312.14	568.608
1315.55	548.46
1318.96	493.352
1322.36	526.227
1325.76	390.131
1329.16	425.806
1332.54	494.932
1335.93	508.714
1339.32	484.895
1342.69	443.908
1346.07	391.966
1349.44	425.977
1352.81	226.519
1356.17	238.575
1359.53	183.331
1362.89	109.306
1364.21	90.7461
1367.74	32.9209
1371.27	20.8457
1374.8	-15.5396
1378.32	3.2041
1381.83	147.102
1385.34	179.546
1388.85	259.654
1392.36	342.78
1395.86	308.856
1399.35	280.145
1402.85	281.332
1406.34	293.109
1409.82	387.628
1413.3	323.918
1416.78	292.237
1420.26	423.687
1423.73	342.356
1427.19	350.738
1430.66	532.638
1434.12	746.159
1437.57	1119.71
1441.02	1134.14
1444.47	1269.05
1447.91	1112.1
1451.36	1160.13
1454.79	1011.62
1458.23	996.953
1461.65	978.617
1465.08	808.165
1468.5	585.049
1471.92	351.732
1475.33	246.981
1478.74	159.352
1482.15	97.4731
1485.55	107.2
1488.95	-51.082
1492.34	32.1318
1495.73	268.175
1499.12	173.17
1502.5	14.27
1505.88	48.0903
1509.26	152.16
1512.63	94.5874
1516	56.3999
1519.36	180.573
1522.72	194.965
1526.08	282.658
1529.43	264.582
1532.78	308.645
1536.13	384.948
1539.47	463.711
1542.81	496.606
1546.14	639.36
1549.47	608.835
1552.79	691.3
1556.12	665.929
1559.44	520.878
1562.75	551.438
1566.06	548.175
1569.37	553.364
1572.68	561.703
1575.97	519.698
1579.27	600.045
1582.56	667.102
1585.85	750.618
1589.14	656.705
1592.42	786.72
1595.69	731.784
1598.97	834.009
1602.24	971.204
1605.5	1099.96
1608.76	1034.49
1612.02	961.132
1615.28	879.216
1618.53	808.308
1621.77	826.359
1625.02	846.251
1628.26	874.332
1631.49	819.622
1634.72	967.162
1637.95	1034.95
1641.17	1100.02
1644.4	1240.52
1647.61	1167.97
1650.82	1221.11
1654.03	1258.99
1657.24	1265.99
1660.44	1177.94
1663.63	1228.68
1666.83	1083.66
1670.02	1033.94
1673.2	1012.54
1676.39	753.401
1679.56	716.352
1682.74	615.628
1685.91	489.742
1689.08	408.081
1692.24	277.783
1695.4	200.056
1698.56	210.668
1701.71	64.8174
1704.86	-107.035
1708	-112.631
1711.14	-92.3467
1714.28	-14.043
1717.41	49.4663
1720.54	-59.6333
1723.67	-127.364
1726.79	-93.3896
1729.91	-48.5474
1733.02	-49.9448
1736.13	-64.5317
1739.24	-195.548
1742.34	-62.5757
1745.44	69.9478
1748.53	-78.9692
1751.62	-85.3965
1754.71	-103.654
1757.8	-162.401
1760.88	-168.608
1763.95	-120.255
1767.03	-44.2925
1770.1	-20.0107
1773.16	-91.5576
1776.22	-166.745
1778.67	-128.365
1781.9	-135.146
1785.13	-133.929
1788.36	-97.4722
1791.59	-170.024
1794.81	-142.573
1798.03	-146.204
1801.24	-103.303
1804.45	-115.891
1807.66	-166.016
1810.87	-180.884
1814.06	-128.156
1817.26	-169.151
1820.46	-109.137
1823.65	-223.028
1826.83	-196.375
1830.01	-181.653
1833.19	-71.4609
1836.37	-149.754
1839.54	-135.458
1842.71	-85.5723
1845.87	-99.8511
1849.03	-27.8501
1852.19	-94.6372
1855.35	-92.1167
1858.5	-197.08
1861.64	-169.435
1864.79	-203.044
1867.93	-42.9136
1871.06	12.5464
1874.2	-136.213
1877.33	47.168
1880.45	-117.021
1883.58	-83.1411
1886.69	-92.0508
1889.81	34.9907
1892.92	-83.7192
1896.03	-21.0884
1899.13	-136.567
1902.23	-122.808
1905.33	-20.7974
1908.42	-146.351
1911.51	-177.572
1914.6	-230.165
1917.69	-154.977
1920.76	-139.415
1923.84	-168.166
1926.91	-100.914
1929.98	-26.1523
1933.05	-98.1704
1936.11	-172.687
1939.17	-171.839
1942.22	-163.85
1945.27	-173.211
1948.32	-217.421
1951.36	-82.3447
1954.41	-60.855
1957.44	-136.33
1960.48	-105.803
1963.51	-47.3394
1966.53	-110.627
1969.56	3.02637
1972.57	-11.6328
1975.59	-23.7671
1978.6	-10.8452
1981.61	-39.4424
1984.62	-15.9893
1987.62	-38.8276
1990.62	41.8926
1993.61	-54.2388
1996.6	4.64063
1999.59	21.7393
2002.57	-119.793
2005.55	3.67285
2008.53	1.89941
2011.5	-32.4946
2014.47	-19.042
2017.44	-175.407
2020.4	-238.324
2023.36	-190.832
2026.32	-137.299
2029.27	-158.979
2032.22	-128.213
2035.16	-149.815
2038.1	-151.748
2041.04	-131.04
2043.97	-174.515
2046.9	-208.202
2049.83	-167.218
2052.76	-200.004
2055.68	-161.895
2058.59	-176.459
2061.5	-225.672
2064.41	-200.465
2067.32	-181.287
2070.22	-155.776
2073.12	-200.903
2076.01	-144.957
2078.91	-194.026
2081.79	-173.285
2084.68	-116.259
2087.56	-45.0186
2090.44	-11.9575
2093.31	-71.8623
2096.18	-58.0576
2099.05	-14.4326
2101.91	11.8086
2104.77	-45.2822
2107.63	-7.34326
2110.48	9.43311
2113.33	47.0293
2116.17	29.7534
2119.02	1.02002
2121.85	23.6304
2124.69	-58.9751
2127.52	-27.5942
2130.35	33.2275
2133.17	29.9561
2135.99	-54.9458
2138.81	-10.9678
2141.62	18.5688
2144.43	-34.7559
2147.24	-16.8403
2150.04	-68.9048
2152.84	-130.739
2155.64	-133.073
2157.47	-205.071
2160.44	-291.629
2163.4	-139.699
2166.37	-141.346
2169.32	-58.7256
2172.28	-73.6245
2175.24	-191.833
2178.18	-125.494
2181.13	-135.688
2184.07	-137.178
2187.01	-203.648
2189.95	-276.939
2192.88	-134.975
2195.81	-148.241
2198.74	-127.836
2201.66	-103.547
2204.58	-216.066
2207.5	-21.1284
2210.41	-96.4292
2213.32	-157.909
2216.23	-246.688
2219.13	-44.7178
2222.03	-126.776
2224.93	-130.395
2227.82	-88.4814
2230.71	-50.4375
2233.6	-36.6743
2236.48	-29.8999
2239.36	25.6357
2242.24	-136.139
2245.11	-103.912
2247.98	22.4053
2250.84	-67.2368
2253.71	10.5796
2256.57	8.92822
2259.42	-89.0313
